linker,family,smiles,MW,logP,TPSA,n_rings,temperature,time_h,concentration_M,solvent_DMF,expected_yield,yield,purity,reproducibility
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.1,1,0.7843655493015722,0.7852436782163776,0.6147013468467518,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.1,1,0.3245799733808988,0.22720598136662912,0.4270409673738468,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.1,1,0.26710663099205534,0.23521075055528443,0.4249826776110168,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.1,1,0.667627706039826,0.0,0.472812255442398,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.1,1,0.8100571564815139,0.8160896924686025,0.7694994613540372,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.1,1,0.7834346087882973,0.852532383025352,0.409643474081904,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.1,1,0.7500512371557271,0.8500512371557271,0.2522559977743414,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.1,1,0.7500512371557271,0.7779786385108974,0.33984911114661354,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.1,1,0.6738661020141447,0.0,0.3191643576946218,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.1,1,0.2665055797726659,0.2591613608553729,0.5148528966420538,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.15,0,0.6460144846831904,0.629183144650138,0.25750157250066064,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.15,0,0.48548491056902343,0.5030363920026407,0.4269086856879501,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.15,0,0.49338434012658083,0.4687716124869539,0.47873165543738117,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.15,0,0.5879840964480146,0.41158886751361023,0.4478635287550391,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.15,0,0.6840691516911166,0.7840691516911166,0.6569919941744414,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.15,0,0.6327204843419312,0.7327204843419312,0.30925239759209544,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.15,0,0.5199276923072216,0.5242687997675963,0.37496678893410595,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.15,0,0.5199276923072216,0.6199276923072216,0.5931409253136232,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.15,0,0.37685760166063836,0.37541945519938735,0.23837364549292994,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.15,0,0.4814929786575968,0.4578419769394078,0.5139816616834858,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.15,1,0.8460144846831904,0.8429672775140519,0.12839391497569233,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.15,1,0.36030883837830435,0.33317665875889857,0.4028601786449755,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.15,1,0.2837843401265808,0.2655254875429315,0.45325355186051985,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.15,1,0.6969222154214647,0.4878455507950253,0.4568520003714622,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.15,1,0.8682811510085977,0.8513241254206467,0.22340854461176393,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.15,1,0.8485084850244498,0.8861889290835122,0.8063410928310977,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.15,1,0.7778039302541218,0.7706983431761814,0.6566359058498231,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.15,1,0.7778039302541218,0.8413470794154504,0.8240587743301689,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.15,1,0.6864576016606383,0.7864576016606383,0.5651073711228645,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.15,1,0.28389297865759683,0.267437650447281,0.4603232166005094,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.2,0,0.7247992320186333,0.71286645247871,0.19618262351313903,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.2,0,0.5028644941502589,0.6028644941502589,0.39409019273808304,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.2,0,0.47670663099205535,0.4822483843459483,0.5552178887121011,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.2,0,0.6462080909750985,0.0,0.4771962694346714,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.2,0,0.7672308294340839,0.7439525362133464,0.26496392604451663,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.2,0,0.7071283012698494,0.6997932664648185,0.48335390969748143,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.2,0,0.5678768642707023,0.5768378865347178,0.4734080351143449,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.2,0,0.5678768642707023,0.49858959447612106,0.603633817764965,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.2,0,0.40482795197266885,0.4005377552695996,0.3296755970460105,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.2,0,0.464105579772666,0.564105579772666,0.5428319897109548,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.2,1,0.9247992320186332,0.927241081856242,0.7315473901943786,0.5
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.2,1,0.37768842195953983,0.0,0.3411817236790665,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.2,1,0.2671066309920553,0.24631739882492018,0.5100280226363748,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.2,1,0.7619960916576173,0.8619960916576173,0.2586537822538995,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.2,1,0.942688967936516,0.9337381225015208,0.2812253287251,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.2,1,0.9316701627674172,0.99,0.8278005105676485,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.2,1,0.8394528656357398,0.9394528656357398,0.23794105224266882,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.2,1,0.8394528656357398,0.829750562538356,0.30328909278328403,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.2,1,0.714427951972669,0.8144279519726689,0.6344244474151881,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.2,1,0.2665055797726659,0.0,0.425607785793312,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.25,0,0.7631224785405217,0.8631224785405217,0.14352119050279316,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.25,0,0.48548491056902343,0.5410086899347546,0.38297202697391014,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.25,0,0.4424206761331126,0.5424206761331126,0.5364940057260881,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.25,0,0.7206159079030167,0.6906530821927035,0.46758316073957445,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.25,0,0.8076831452071884,0.8171902532645545,0.2634174094674071,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.25,0,0.7433224785405217,0.7801493568532372,0.738699227774444,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.25,0,0.6291538899760467,0.6718421353935098,0.46965431512353717,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.25,0,0.6291538899760467,0.6166389844159371,0.517258863682087,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.25,0,0.4405728836341198,0.46095317764491955,0.3540420817576172,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.25,0,0.42836064811121505,0.3833350747578747,0.47117202986627743,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.25,1,0.95,0.9149168107806953,0.18260256096029076,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.25,1,0.36030883837830435,0.4603088383783044,0.41230350493999807,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.25,1,0.23282067613311264,0.22656420497389343,0.510760612183255,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.25,1,0.8451577694005847,0.9451577694005847,0.8153114237786687,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.25,1,0.95,0.9861795138680916,0.2610745376455404,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.25,1,0.95,0.9747193810624355,0.252683598242551,0.75
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.25,1,0.9182376129711827,0.99,0.7974251118446861,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.25,1,0.9182376129711827,0.9061549736563353,0.2755627063316077,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.25,1,0.7501728836341198,0.7539323124346602,0.21763547804039812,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.25,1,0.230760648111215,0.26066098491635503,0.4417475342657259,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.3,0,0.7247992320186333,0.0,0.2775117469215478,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.3,0,0.4497560455716179,0.4853424816963491,0.4768686925496778,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.3,0,0.4155919727725937,0.29091438094081556,0.5761536279910505,1.0
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.3,0,0.756810085173689,0.722560265229496,0.34349265499592907,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.3,0,0.7672308294340839,0.797521367948468,0.7805787356242135,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.3,0,0.7071283012698494,0.6321882669823549,0.4811863363587273,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.3,0,0.6589608594930711,0.6281319968108836,0.5240170038931763,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.3,0,0.6589608594930711,0.6769291226861683,0.5552950238744817,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.3,0,0.45796028251905063,0.3205721977633354,0.35590444757897405,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.3,0,0.40039029779918467,0.42225728994006995,0.464075824526003,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.3,1,0.9247992320186332,0.9485349791965184,0.2110360267353995,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.3,1,0.32457997338089883,0.22720598136662917,0.4299845751508108,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.3,1,0.20599197277259365,0.19357632862037982,0.4857285614981743,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.3,1,0.8856100851736892,0.9251601497181345,0.8297448007570372,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.3,1,0.942688967936516,0.9392992241438248,0.2699135283211786,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.3,1,0.9316701627674172,0.910918651428787,0.7668418119759471,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.3,1,0.95,0.0,0.4676654332906287,0.25
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.3,1,0.95,0.6649999999999999,0.4938957627372535,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.3,1,0.7675602825190506,0.7321740034791148,0.2257255433731634,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.3,1,0.20279029779918462,0.14195320845942921,0.38599558277020235,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.35,0,0.6460144846831904,0.6186892893733318,0.3490402967027521,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.35,0,0.4217982673978125,0.5217982673978125,0.4335078070256557,0.5
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.35,0,0.4035144118871811,0.4391629864444998,0.541773567489865,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.35,0,0.7206159079030167,0.7867792494513419,0.8049803040606396,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.35,0,0.6840691516911166,0.0,0.4945618532733208,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.35,0,0.6327204843419312,0.6705090785781145,0.4049217589040955,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.35,0,0.6291538899760467,0.0,0.49195671906862304,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.35,0,0.6291538899760467,0.44040772298323266,0.43233886513867215,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.35,0,0.4405728836341198,0.4520329227513723,0.3823717255869357,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.35,0,0.38779879815269075,0.3732937042856886,0.4565546116012623,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.35,1,0.8460144846831904,0.8485000985469003,0.728342394607978,0.5
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.35,1,0.29662219520709343,0.28254731782727105,0.4420752849698691,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.35,1,0.19391441188718117,0.16970905375267295,0.5347685724736706,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.35,1,0.8451577694005847,0.8684922941542833,0.32256873854204143,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.35,1,0.8682811510085977,0.9682811510085977,0.3275171377420538,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.35,1,0.8485084850244498,0.8711699008667083,0.19590399439323905,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.35,1,0.9182376129711827,0.906714710645591,0.305740612198485,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.35,1,0.9182376129711827,0.9495356157666919,0.2031480467655199,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.35,1,0.7501728836341198,0.7259287178557459,0.19868407569958607,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.35,1,0.19019879815269072,0.29019879815269073,0.3741691061268152,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.4,0,0.5843655493015723,0.6044972371128419,0.3629429844052611,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.4,0,0.4092124273899092,0.4251986858220761,0.47834089639131716,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.4,0,0.40009645380634135,0.3958005261360842,0.5774464407528644,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.4,0,0.6462080909750983,0.698568408218905,0.5902500091843583,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.4,0,0.618995275454964,0.0,0.4906932646289746,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.4,0,0.5744964898148472,0.6744964898148472,0.41567862053097887,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.4,0,0.5678768642707023,0.5540977434524875,0.5479322412169972,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.4,0,0.5678768642707023,0.6678768642707023,0.472403453768119,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.4,0,0.40482795197266885,0.3624281298904043,0.3433179123218987,0.25
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.4,0,0.3842353950471343,0.45472875467053864,0.46169120055694834,0.25
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.4,1,0.7843655493015722,0.7776234785597749,0.216417823590279,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.4,1,0.2840363551991901,0.19882544863943308,0.4008969976279568,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.4,1,0.19049645380634134,0.18735517242497204,0.5513108601876228,1.0
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.4,1,0.7619960916576172,0.8619960916576171,0.3393446072255836,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.4,1,0.8100571564815139,0.7981800894792369,0.37638648748495623,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.4,1,0.7834346087882973,0.7763801002292195,0.199593128222195,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.4,1,0.8394528656357398,0.8842313375639496,0.2513084710371029,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.4,1,0.8394528656357398,0.8370262068684484,0.23104420805816095,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.4,1,0.714427951972669,0.8144279519726689,0.7176744393101108,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.4,1,0.18663539504713428,0.0,0.38941802560293176,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.45,0,0.5566128562031777,0.48180553453191755,0.3428665043230247,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.45,0,0.40565062596598683,0.41289624960210525,0.43692878998308066,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.45,0,0.3994674197994328,0.3983411846202345,0.6129386153212488,1.0
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.45,0,0.5879840964480146,0.6067885560131308,0.5151396308285184,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.45,0,0.5897007660733253,0.4127905362513277,0.49484452999517736,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.45,0,0.5482856129996969,0.5518515556830993,0.38831233669536375,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.45,0,0.5199276923072216,0.5131473044665454,0.5149970419430129,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.45,0,0.5199276923072216,0.5084633102732787,0.366889939888701,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.45,0,0.37685760166063836,0.4768576016606384,0.3308608650944516,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,130,60,0.45,0,0.38357959363567645,0.3676371829760688,0.4677901859843971,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,130,60,0.45,1,0.7566128562031776,0.7271505966778509,0.21794627726677968,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,130,60,0.45,1,0.28047455377526775,0.0,0.3593316845395658,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,130,60,0.45,1,0.18986741979943278,0.1852950447601273,0.5268063098619701,0.25
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,130,60,0.45,1,0.6969222154214647,0.6743513984704376,0.586047324487126,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,130,60,0.45,1,0.7838462796663634,0.8050090253151645,0.30612968744553504,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,130,60,0.45,1,0.7541400994066586,0.527898069584661,0.36292329401504586,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,130,60,0.45,1,0.7778039302541218,0.8284446682261267,0.7397962080160709,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,130,60,0.45,1,0.7778039302541218,0.8778039302541217,0.19031310023967798,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,130,60,0.45,1,0.6864576016606383,0.6862507403615156,0.35953837122307925,0.5
